response,summary_level,date,species,robinia,precipitation,culture,mean,sd,n,se
Quantum yield,treatment combination,2025-07-17,quercus,with-robinia,drought,mono,0.6970833333333333,0.08888092506595388,24,0.018142742856511192
Quantum yield,treatment combination,2025-07-17,quercus,with-robinia,drought,mixed,0.6908333333333333,0.09019759453891252,12,0.026037802743648933
Quantum yield,treatment combination,2025-07-31,fagus,without-robinia,control,mono,0.7770833333333333,0.03355451977158145,24,0.00684928766704201
Quantum yield,treatment combination,2025-07-31,fagus,without-robinia,control,mixed,0.7666666666666666,0.029024545516239238,12,0.008378664583453635
Quantum yield,treatment combination,2025-07-31,fagus,without-robinia,drought,mono,0.7566666666666666,0.04439610898213517,24,0.00906231779760202
Quantum yield,treatment combination,2025-07-31,fagus,without-robinia,drought,mixed,0.7566666666666667,0.048116021397778916,12,0.013889898953170726
Quantum yield,treatment combination,2025-07-31,fagus,with-robinia,control,mono,0.77,0.06680687011630498,20,0.014938470294405723
Quantum yield,treatment combination,2025-07-31,fagus,with-robinia,control,mixed,0.5725,0.3498083891088221,12,0.10098098380838391
Quantum yield,treatment combination,2025-07-31,fagus,with-robinia,drought,mono,0.30874999999999997,0.34274229766501774,24,0.06996197854569998
Quantum yield,treatment combination,2025-07-31,fagus,with-robinia,drought,mixed,0.355,0.3653267528715032,12,0.10546074955626714
Quantum yield,treatment combination,2025-07-31,quercus,without-robinia,control,mono,0.7729166666666667,0.02367885989225625,24,0.004833427035573473
Quantum yield,treatment combination,2025-07-31,quercus,without-robinia,control,mixed,0.7808333333333334,0.032879486097878836,12,0.009491490074713452
Quantum yield,treatment combination,2025-07-31,quercus,without-robinia,drought,mono,0.7508333333333334,0.04471325712044293,24,0.00912705539024599
Quantum yield,treatment combination,2025-07-31,quercus,without-robinia,drought,mixed,0.765,0.07440674456232874,12,0.02147937700129211
Quantum yield,treatment combination,2025-07-31,quercus,with-robinia,control,mono,0.7503571428571428,0.15348982697275734,28,0.029006850782017847
Quantum yield,treatment combination,2025-07-31,quercus,with-robinia,control,mixed,0.7925,0.025271255679850294,12,0.007295183134760713
Quantum yield,treatment combination,2025-07-31,quercus,with-robinia,drought,mono,0.7324999999999999,0.07072604833470816,24,0.014436894161954579
Quantum yield,treatment combination,2025-07-31,quercus,with-robinia,drought,mixed,0.7391666666666666,0.04999242366841623,12,0.014431569631200966
Quantum yield,treatment combination,2025-08-14,fagus,without-robinia,control,mono,0.7504166666666666,0.11098292726778984,24,0.022654295163875227
Quantum yield,treatment combination,2025-08-14,fagus,without-robinia,control,mixed,0.7708333333333334,0.03396745322787506,12,0.009805559132399845
Quantum yield,treatment combination,2025-08-14,fagus,without-robinia,drought,mono,0.7783333333333333,0.04093119004916154,24,0.008355044182110841
Quantum yield,treatment combination,2025-08-14,fagus,without-robinia,drought,mixed,0.7775000000000001,0.035194266061907946,12,0.010159709492386933
Quantum yield,treatment combination,2025-08-14,fagus,with-robinia,control,mono,0.773,0.04366137640379294,20,0.009762980563008632
Quantum yield,treatment combination,2025-08-14,fagus,with-robinia,control,mixed,0.5466666666666666,0.2826283564662043,12,0.0815877788431923
Quantum yield,treatment combination,2025-08-14,fagus,with-robinia,drought,mono,0.4965217391304348,0.34486636009345806,23,0.07190960700288357
Quantum yield,treatment combination,2025-08-14,fagus,with-robinia,drought,mixed,0.2816666666666666,0.36825962514936594,12,0.10630739685582856
Quantum yield,treatment combination,2025-08-14,quercus,without-robinia,control,mono,0.7566666666666666,0.04310418789970128,24,0.00879860551094309
Quantum yield,treatment combination,2025-08-14,quercus,without-robinia,control,mixed,0.7808333333333334,0.05550730227691318,12,0.016023577955782877
Quantum yield,treatment combination,2025-08-14,quercus,without-robinia,drought,mono,0.7033333333333334,0.14851926142589303,24,0.030316367289038193
Quantum yield,treatment combination,2025-08-14,quercus,without-robinia,drought,mixed,0.7716666666666666,0.03433348043510707,12,0.009911222085712908
Quantum yield,treatment combination,2025-08-14,quercus,with-robinia,control,mono,0.6546428571428571,0.1573267923041704,28,0.029731969071738956
Quantum yield,treatment combination,2025-08-14,quercus,with-robinia,control,mixed,0.6416666666666667,0.16743157806499148,12,0.04833333333333334
Quantum yield,treatment combination,2025-08-14,quercus,with-robinia,drought,mono,0.6608333333333333,0.1376484705664228,24,0.028097376396853738
Quantum yield,treatment combination,2025-08-14,quercus,with-robinia,drought,mixed,0.6675,0.10847077528490835,12,0.031312815654974624
Quantum yield,treatment combination,2025-08-29,fagus,without-robinia,control,mono,0.7225,0.08226415564720656,24,0.016792100454712612
Quantum yield,treatment combination,2025-08-29,fagus,without-robinia,control,mixed,0.7433333333333333,0.053143601912576686,12,0.01534123643496623
Quantum yield,treatment combination,2025-08-29,fagus,without-robinia,drought,mono,0.7424999999999999,0.04045931934349777,24,0.008258723977657235
Quantum yield,treatment combination,2025-08-29,fagus,without-robinia,drought,mixed,0.7441666666666666,0.056802422056767526,12,0.016397446832548734
Quantum yield,treatment combination,2025-08-29,fagus,with-robinia,control,mono,0.159375,0.23379389071002973,16,0.05844847267750743
Quantum yield,treatment combination,2025-08-29,fagus,with-robinia,control,mixed,0.242,0.33184333653096004,5,0.14840485167271317
Quantum yield,treatment combination,2025-08-29,fagus,with-robinia,drought,mono,0.28285714285714286,0.3378038314931146,21,0.07371483942206215
Quantum yield,treatment combination,2025-08-29,fagus,with-robinia,drought,mixed,0.1809090909090909,0.31788219659032635,11,0.09584508851128229
Quantum yield,treatment combination,2025-08-29,quercus,without-robinia,control,mono,0.76625,0.05531038899189543,24,0.01129018587541629
Quantum yield,treatment combination,2025-08-29,quercus,without-robinia,control,mixed,0.7275,0.07337636478520115,12,0.02118193198044603
Quantum yield,treatment combination,2025-08-29,quercus,without-robinia,drought,mono,0.7525,0.07278616686539088,24,0.014857414096106651
Quantum yield,treatment combination,2025-08-29,quercus,without-robinia,drought,mixed,0.7833333333333333,0.030846639225613433,12,0.008904657730251593
Quantum yield,treatment combination,2025-08-29,quercus,with-robinia,control,mono,0.6971428571428572,0.15505929911935706,28,0.02930345313841396
Quantum yield,treatment combination,2025-08-29,quercus,with-robinia,control,mixed,0.7324999999999999,0.043301270189221974,12,0.012500000000000013
Quantum yield,treatment combination,2025-08-29,quercus,with-robinia,drought,mono,0.7391666666666666,0.04708148963941846,24,0.009610468828892334
Quantum yield,treatment combination,2025-08-29,quercus,with-robinia,drought,mixed,0.765,0.061422530660395915,12,0.017731157305543813
Quantum yield,treatment combination,2025-09-10,fagus,without-robinia,control,mono,0.735,0.03296902366978934,24,0.006729773775727068
Quantum yield,treatment combination,2025-09-10,fagus,without-robinia,control,mixed,0.7516666666666667,0.037132033054868965,12,0.01071909463989334
Quantum yield,treatment combination,2025-09-10,fagus,without-robinia,drought,mono,0.75625,0.08972482085945266,24,0.018315002364023954
Quantum yield,treatment combination,2025-09-10,fagus,without-robinia,drought,mixed,0.7683333333333333,0.030993645487519872,12,0.008947094782693715
Quantum yield,treatment combination,2025-09-10,fagus,with-robinia,control,mono,0.22349999999999998,0.3203168661448256,20,0.0716250287039531
Quantum yield,treatment combination,2025-09-10,fagus,with-robinia,control,mixed,0.10583333333333332,0.24791708046820574,12,0.07156749657251235
Quantum yield,treatment combination,2025-09-10,fagus,with-robinia,drought,mono,0.30791666666666667,0.37331626837292264,24,0.07620286418279719
Quantum yield,treatment combination,2025-09-10,fagus,with-robinia,drought,mixed,0.29666666666666663,0.36859273739536164,12,0.10640355807827655
Quantum yield,treatment combination,2025-09-10,quercus,without-robinia,control,mono,0.7354166666666666,0.044622003410938395,24,0.009108428304794133
Quantum yield,treatment combination,2025-09-10,quercus,without-robinia,control,mixed,0.7591666666666667,0.026443192398846682,12,0.007633492124853599
Quantum yield,treatment combination,2025-09-10,quercus,without-robinia,drought,mono,0.7625,0.04811670594818757,24,0.009821781473049983
Quantum yield,treatment combination,2025-09-10,quercus,without-robinia,drought,mixed,0.7716666666666667,0.03904154741096242,12,0.011270323953649346
Quantum yield,treatment combination,2025-09-10,quercus,with-robinia,control,mono,0.6939285714285715,0.15597576463489177,28,0.029476648841219064
Quantum yield,treatment combination,2025-09-10,quercus,with-robinia,control,mixed,0.7508333333333334,0.0331548250522066,12,0.009570973584413214
Quantum yield,treatment combination,2025-09-10,quercus,with-robinia,drought,mono,0.7595833333333333,0.04358691134480296,24,0.008897141021557885
Quantum yield,treatment combination,2025-09-10,quercus,with-robinia,drought,mixed,0.76,0.030451153135353154,12,0.008790490729915331
Quantum yield,treatment combination,2025-09-25,fagus,without-robinia,control,mono,0.7416666666666666,0.04114308718592233,24,0.00839829750402923
Quantum yield,treatment combination,2025-09-25,fagus,without-robinia,control,mixed,0.7533333333333333,0.03915780041490246,12,0.011303883305208788
Quantum yield,treatment combination,2025-09-25,fagus,without-robinia,drought,mono,0.7879166666666667,0.028738576810646888,24,0.005866237426655505
Quantum yield,treatment combination,2025-09-25,fagus,without-robinia,drought,mixed,0.7925,0.024167972796469935,12,0.006976692799904735
Quantum yield,treatment combination,2025-09-25,fagus,with-robinia,control,mono,0.18699999999999997,0.3331050095216538,20,0.07448454449361325
Quantum yield,treatment combination,2025-09-25,fagus,with-robinia,control,mixed,0.1025,0.23939791903097998,12,0.06910822649798627
Quantum yield,treatment combination,2025-09-25,fagus,with-robinia,drought,mono,0.2845833333333333,0.3769901298058273,24,0.0769527880074894
Quantum yield,treatment combination,2025-09-25,fagus,with-robinia,drought,mixed,0.3175,0.3928479928096177,12,0.11340544719961848
Quantum yield,treatment combination,2025-09-25,quercus,without-robinia,control,mono,0.7408333333333333,0.04312939748635763,24,0.008803751396270968
Quantum yield,treatment combination,2025-09-25,quercus,without-robinia,control,mixed,0.7366666666666667,0.05297226261035681,12,0.015291775038836528
Quantum yield,treatment combination,2025-09-25,quercus,without-robinia,drought,mono,0.7725,0.04035171458024082,24,0.008236759247334526
Quantum yield,treatment combination,2025-09-25,quercus,without-robinia,drought,mixed,0.7916666666666666,0.028550858396053827,12,0.008241922890278282
Quantum yield,treatment combination,2025-09-25,quercus,with-robinia,control,mono,0.7117857142857142,0.14638998071940051,28,0.027665105958219572
Quantum yield,treatment combination,2025-09-25,quercus,with-robinia,control,mixed,0.7424999999999999,0.04092676385936227,12,0.011814539065631527
Quantum yield,treatment combination,2025-09-25,quercus,with-robinia,drought,mono,0.7908333333333334,0.024122273068079958,24,0.004923938371073064
Quantum yield,treatment combination,2025-09-25,quercus,with-robinia,drought,mixed,0.7941666666666667,0.021514618004482206,12,0.006210735248199885
Quantum yield,treatment combination,2025-10-07,fagus,without-robinia,control,mono,0.6970833333333333,0.06931209610642769,24,0.01414827237195804
Quantum yield,treatment combination,2025-10-07,fagus,without-robinia,control,mixed,0.6516666666666666,0.12619129298110238,12,0.0364282884860132
Quantum yield,treatment combination,2025-10-07,fagus,without-robinia,drought,mono,0.6475,0.10669949675933647,24,0.021779943572676805
Quantum yield,treatment combination,2025-10-07,fagus,without-robinia,drought,mixed,0.6958333333333333,0.08753787059255433,12,0.025270006575448936
Quantum yield,treatment combination,2025-10-07,fagus,with-robinia,control,mono,0.09249999999999999,0.20657291308652412,20,0.04619110759716238
Quantum yield,treatment combination,2025-10-07,fagus,with-robinia,control,mixed,0.05333333333333333,0.15593316361554238,12,0.04501402699451168
Quantum yield,treatment combination,2025-10-07,fagus,with-robinia,drought,mono,0.22,0.32004075827388256,24,0.0653280462220355
Quantum yield,treatment combination,2025-10-07,fagus,with-robinia,drought,mixed,0.2583333333333333,0.3384143058800003,12,0.09769179529871927
Quantum yield,treatment combination,2025-10-07,quercus,without-robinia,control,mono,0.6920833333333333,0.06100457336146605,24,0.012452506392647918
Quantum yield,treatment combination,2025-10-07,quercus,without-robinia,control,mixed,0.6916666666666667,0.061175356496094416,12,0.017659804270395717
Quantum yield,treatment combination,2025-10-07,quercus,without-robinia,drought,mono,0.6941666666666666,0.05339896324239188,24,0.010900017728124572
Quantum yield,treatment combination,2025-10-07,quercus,without-robinia,drought,mixed,0.7025,0.052936497119404576,12,0.015281450430922041
Quantum yield,treatment combination,2025-10-07,quercus,with-robinia,control,mono,0.6153571428571428,0.15638229848810664,28,0.02955347651801445
Quantum yield,treatment combination,2025-10-07,quercus,with-robinia,control,mixed,0.6233333333333333,0.17562011343358208,12,0.05069715988299562
Quantum yield,treatment combination,2025-10-07,quercus,with-robinia,drought,mono,0.6891666666666666,0.06426282086033522,24,0.013117593378308664
Quantum yield,treatment combination,2025-10-07,quercus,with-robinia,drought,mixed,0.7225,0.057544449222871503,12,0.016611651624596806
Quantum yield,treatment combination,2025-10-20,fagus,without-robinia,control,mono,0.6766666666666666,0.12383954087470599,24,0.025278640426964205
Quantum yield,treatment combination,2025-10-20,fagus,without-robinia,control,mixed,0.6625,0.12166459109894186,12,0.03512154221090991
Quantum yield,treatment combination,2025-10-20,fagus,without-robinia,drought,mono,0.5775,0.24585697503612353,24,0.05018534487855704
Quantum yield,treatment combination,2025-10-20,fagus,without-robinia,drought,mixed,0.725,0.044415394546567705,12,0.01282161999881215
Quantum yield,treatment combination,2025-10-20,fagus,with-robinia,control,mono,0.083,0.19001661977172862,20,0.042489007866431575
Quantum yield,treatment combination,2025-10-20,fagus,with-robinia,control,mixed,0,0,12,0
Quantum yield,treatment combination,2025-10-20,fagus,with-robinia,drought,mono,0.20500000000000002,0.3279581097322194,24,0.06694416882096929
Quantum yield,treatment combination,2025-10-20,fagus,with-robinia,drought,mixed,0.13916666666666666,0.27825620415637664,12,0.08032564718668377
Quantum yield,treatment combination,2025-10-20,quercus,without-robinia,control,mono,0.6770833333333333,0.054968699921086835,24,0.011220438885902392
Quantum yield,treatment combination,2025-10-20,quercus,without-robinia,control,mixed,0.6908333333333333,0.05089353117196248,12,0.014691696961071574
Quantum yield,treatment combination,2025-10-20,quercus,without-robinia,drought,mono,0.6954166666666667,0.06801401177038043,24,0.013883302016423434
Quantum yield,treatment combination,2025-10-20,quercus,without-robinia,drought,mixed,0.7258333333333333,0.0416606056197706,12,0.012026380934588696
Quantum yield,treatment combination,2025-10-20,quercus,with-robinia,control,mono,0.6542857142857142,0.14568938473820534,28,0.027532705762807166
Quantum yield,treatment combination,2025-10-20,quercus,with-robinia,control,mixed,0.7141666666666666,0.04581749037477308,12,0.013226370200734165
Quantum yield,treatment combination,2025-10-20,quercus,with-robinia,drought,mono,0.7033333333333333,0.1009806983996217,24,0.020612598745746256
Quantum yield,treatment combination,2025-10-20,quercus,with-robinia,drought,mixed,0.7191666666666666,0.04501683186892601,12,0.012995239998794279
Quantum yield,treatment combination,2025-11-12,fagus,without-robinia,control,mono,0.05,0.1571761681238188,24,0.03208345096910487
Quantum yield,treatment combination,2025-11-12,fagus,without-robinia,control,mixed,0.048333333333333325,0.16743157806499145,12,0.04833333333333333
Quantum yield,treatment combination,2025-11-12,fagus,without-robinia,drought,mono,0,0,24,0
Quantum yield,treatment combination,2025-11-12,fagus,without-robinia,drought,mixed,0.05916666666666666,0.19570192238259293,12,0.05649427878425864
Quantum yield,treatment combination,2025-11-12,fagus,with-robinia,control,mono,0,0,20,0
Quantum yield,treatment combination,2025-11-12,fagus,with-robinia,control,mixed,0.05916666666666666,0.20495934556231712,12,0.059166666666666666
Quantum yield,treatment combination,2025-11-12,fagus,with-robinia,drought,mono,0,0,24,0
Quantum yield,treatment combination,2025-11-12,fagus,with-robinia,drought,mixed,0,0,12,0
Quantum yield,treatment combination,2025-11-12,quercus,without-robinia,control,mono,0.6516666666666666,0.07275131354957382,24,0.014850299692806993
Quantum yield,treatment combination,2025-11-12,quercus,without-robinia,control,mixed,0.6541666666666667,0.08005206639015217,12,0.023109041039770073
Quantum yield,treatment combination,2025-11-12,quercus,without-robinia,drought,mono,0.6420833333333333,0.07377870357663703,24,0.015060014803901083
Quantum yield,treatment combination,2025-11-12,quercus,without-robinia,drought,mixed,0.6666666666666666,0.07714606374608592,12,0.022270150335361366
Quantum yield,treatment combination,2025-11-12,quercus,with-robinia,control,mono,0.5789285714285715,0.1457887687010391,28,0.02755148756637618
Quantum yield,treatment combination,2025-11-12,quercus,with-robinia,control,mixed,0.5841666666666666,0.19778125351616174,12,0.057094529979108806
Quantum yield,treatment combination,2025-11-12,quercus,with-robinia,drought,mono,0.645,0.08934544585848889,24,0.01823756276622986
Quantum yield,treatment combination,2025-11-12,quercus,with-robinia,drought,mixed,0.6433333333333333,0.07877855422677293,12,0.022741409744598443
Quantum yield,Robinia mean,2025-06-18,fagus,without-robinia,,,0.74,0.055872525720919254,24,0.011404931554731752
Quantum yield,Robinia mean,2025-06-18,fagus,with-robinia,,,0.753804347826087,0.08065030281327853,23,0.016816750634636425
Quantum yield,Robinia mean,2025-06-18,quercus,without-robinia,,,0.771875,0.03206862546369015,24,0.006545980761538706
Quantum yield,Robinia mean,2025-06-18,quercus,with-robinia,,,0.7523,0.0615888585703616,25,0.01231777171407232
Quantum yield,Robinia mean,2025-07-03,fagus,without-robinia,,,0.7716666666666666,0.026382086588320204,24,0.005385220874275666
Quantum yield,Robinia mean,2025-07-03,fagus,with-robinia,,,0.37717391304347825,0.31568315562139676,23,0.0658244882220839
Quantum yield,Robinia mean,2025-07-03,quercus,without-robinia,,,0.7541666666666667,0.043754916907968074,24,0.00893143501353317
Quantum yield,Robinia mean,2025-07-03,quercus,with-robinia,,,0.6815,0.07574972497199796,25,0.015149944994399592
Quantum yield,Robinia mean,2025-07-17,fagus,without-robinia,,,0.7566666666666666,0.02699302110557093,24,0.005509927360402153
Quantum yield,Robinia mean,2025-07-17,fagus,with-robinia,,,0.44282608695652176,0.33507063735249953,23,0.06986705761528704
Quantum yield,Robinia mean,2025-07-17,quercus,without-robinia,,,0.7578125,0.026939066710214597,24,0.005498913965568536
Quantum yield,Robinia mean,2025-07-17,quercus,with-robinia,,,0.711,0.07222288995417821,25,0.014444577990835641
Quantum yield,Robinia mean,2025-07-31,fagus,without-robinia,,,0.7642708333333333,0.029977157668532536,24,0.006119061685572046
Quantum yield,Robinia mean,2025-07-31,fagus,with-robinia,,,0.4898913043478261,0.321039220080724,23,0.06694130486447245
Quantum yield,Robinia mean,2025-07-31,quercus,without-robinia,,,0.7673958333333333,0.029777062651392055,24,0.0060782174612330755
Quantum yield,Robinia mean,2025-07-31,quercus,with-robinia,,,0.7535,0.05120424787066012,25,0.010240849574132025
Quantum yield,Robinia mean,2025-08-14,fagus,without-robinia,,,0.7692708333333333,0.0322227232698842,24,0.006577435844510182
Quantum yield,Robinia mean,2025-08-14,fagus,with-robinia,,,0.514963768115942,0.29185864658628174,23,0.06085673468042941
Quantum yield,Robinia mean,2025-08-14,quercus,without-robinia,,,0.7531249999999999,0.057734634695980024,24,0.011785032957594739
Quantum yield,Robinia mean,2025-08-14,quercus,with-robinia,,,0.6561,0.06770832051281929,25,0.013541664102563859
Quantum yield,Robinia mean,2025-08-29,fagus,without-robinia,,,0.738125,0.033921664874031275,24,0.00692423084725567
Quantum yield,Robinia mean,2025-08-29,fagus,with-robinia,,,0.23384920634920636,0.28131850723553103,21,0.06138873113327634
Quantum yield,Robinia mean,2025-08-29,quercus,without-robinia,,,0.7573958333333334,0.043952043818201475,24,0.008971673375586776
Quantum yield,Robinia mean,2025-08-29,quercus,with-robinia,,,0.732,0.058665719689326816,25,0.011733143937865363
Quantum yield,Robinia mean,2025-09-10,fagus,without-robinia,,,0.7528125,0.03236437000239884,24,0.006606349362709629
Quantum yield,Robinia mean,2025-09-10,fagus,with-robinia,,,0.23391304347826086,0.26191474376970947,23,0.054612999330049844
Quantum yield,Robinia mean,2025-09-10,quercus,without-robinia,,,0.7571875,0.03230554283441293,24,0.006594341317328089
Quantum yield,Robinia mean,2025-09-10,quercus,with-robinia,,,0.7392,0.054751902554462294,25,0.01095038051089246
Quantum yield,Robinia mean,2025-09-25,fagus,without-robinia,,,0.7688541666666666,0.03483641247399008,24,0.007110952919200222
Quantum yield,Robinia mean,2025-09-25,fagus,with-robinia,,,0.22445652173913044,0.26565416312821405,23,0.055392722166502116
Quantum yield,Robinia mean,2025-09-25,quercus,without-robinia,,,0.7604166666666666,0.040389857386603216,24,0.008244545115079997
Quantum yield,Robinia mean,2025-09-25,quercus,with-robinia,,,0.7579,0.06300909325909504,25,0.012601818651819007
Quantum yield,Robinia mean,2025-10-07,fagus,without-robinia,,,0.6730208333333333,0.05914692082225096,24,0.01207331465594271
Quantum yield,Robinia mean,2025-10-07,fagus,with-robinia,,,0.15880434782608693,0.2160424905140419,23,0.045047973320966585
Quantum yield,Robinia mean,2025-10-07,quercus,without-robinia,,,0.6951041666666666,0.03373875953451069,24,0.006886895451167675
Quantum yield,Robinia mean,2025-10-07,quercus,with-robinia,,,0.6607,0.08926937231398757,25,0.017853874462797514
Quantum yield,Robinia mean,2025-10-20,fagus,without-robinia,,,0.6604166666666667,0.08984789884875569,24,0.0183401255533873
Quantum yield,Robinia mean,2025-10-20,fagus,with-robinia,,,0.10782608695652174,0.1785043677015707,23,0.03722073363792164
Quantum yield,Robinia mean,2025-10-20,quercus,without-robinia,,,0.6972916666666666,0.034937184833039585,24,0.007131522990854207
Quantum yield,Robinia mean,2025-10-20,quercus,with-robinia,,,0.696,0.0673609679265374,25,0.01347219358530748
Quantum yield,Robinia mean,2025-11-12,fagus,without-robinia,,,0.03937500000000001,0.09371049892459037,24,0.019128575492239848
Quantum yield,Robinia mean,2025-11-12,fagus,with-robinia,,,0.015434782608695652,0.07402261699026154,23,0.015434782608695654
Quantum yield,Robinia mean,2025-11-12,quercus,without-robinia,,,0.6536458333333334,0.04309354818215291,24,0.00879643368769302
Quantum yield,Robinia mean,2025-11-12,quercus,with-robinia,,,0.6114999999999999,0.09399689711190824,25,0.01879937942238165
Soil water content,treatment combination,2025-01-30,,without-robinia,control,mono,22.28333333333333,2.4906491790963523,12,0.7189884870040998
Soil water content,treatment combination,2025-01-30,,without-robinia,control,mixed,22.21666666666667,2.837898283354544,6,1.1585671226898242
Soil water content,treatment combination,2025-01-30,,without-robinia,drought,mono,22.3,2.6111648393354674,12,0.753778361444409
Soil water content,treatment combination,2025-01-30,,without-robinia,drought,mixed,21.433333333333334,2.9159332411196703,6,1.1904247607938567
Soil water content,treatment combination,2025-01-30,,with-robinia,control,mono,22.191666666666666,3.0212755684654224,12,0.8721671313747756
Soil water content,treatment combination,2025-01-30,,with-robinia,control,mixed,21.283333333333335,2.306006649311027,6,0.9414232723795278
Soil water content,treatment combination,2025-01-30,,with-robinia,drought,mono,21.308333333333334,3.12772305601879,12,0.9028958741715237
Soil water content,treatment combination,2025-01-30,,with-robinia,drought,mixed,22.566666666666666,3.0605010483034745,6,1.2494443209327541
Soil water content,treatment combination,2025-03-04,,without-robinia,control,mono,20.808333333333334,2.3294393915248968,12,0.6724512298789086
Soil water content,treatment combination,2025-03-04,,without-robinia,control,mixed,21.683333333333334,3.1243666024758796,6,1.2755173242431659
Soil water content,treatment combination,2025-03-04,,without-robinia,drought,mono,20.391666666666666,2.4945243063861926,12,0.7201071398960665
Soil water content,treatment combination,2025-03-04,,without-robinia,drought,mixed,18.433333333333334,3.2413988749715243,6,1.3232955494186138
Soil water content,treatment combination,2025-03-04,,with-robinia,control,mono,20.025,3.009114940854325,12,0.8686566605623847
Soil water content,treatment combination,2025-03-04,,with-robinia,control,mixed,19.8,3.4519559672742064,6,1.4092551223962255
Soil water content,treatment combination,2025-03-04,,with-robinia,drought,mono,18.441666666666666,3.0770287714946805,12,0.8882616947633387
Soil water content,treatment combination,2025-03-04,,with-robinia,drought,mixed,17.483333333333334,2.16464007785744,6,0.8837106112548633
Soil water content,treatment combination,2025-04-02,,without-robinia,control,mono,14.616666666666667,2.404856198057034,12,0.6942221866552843
Soil water content,treatment combination,2025-04-02,,without-robinia,control,mixed,14.833333333333332,3.3625387234449304,6,1.3727506854649332
Soil water content,treatment combination,2025-04-02,,without-robinia,drought,mono,11.541666666666666,2.316917361626448,12,0.6688364312125736
Soil water content,treatment combination,2025-04-02,,without-robinia,drought,mixed,10.983333333333334,1.9456789731779152,6,0.7943201145913683
Soil water content,treatment combination,2025-04-02,,with-robinia,control,mono,14.65,2.716782856782833,12,0.7842676568466646
Soil water content,treatment combination,2025-04-02,,with-robinia,control,mixed,14.183333333333334,3.1889914811216826,6,1.3019003204717496
Soil water content,treatment combination,2025-04-02,,with-robinia,drought,mono,11.125,1.456724220484253,12,0.42052006041581563
Soil water content,treatment combination,2025-04-02,,with-robinia,drought,mixed,10.8,1.5231546211727816,6,0.621825270205921
Soil water content,treatment combination,2025-04-11,,without-robinia,control,mono,10.091666666666667,2.009277723386434,12,0.580028517236938
Soil water content,treatment combination,2025-04-11,,without-robinia,control,mixed,10.433333333333334,1.4948801512718892,6,0.6102822662051097
Soil water content,treatment combination,2025-04-11,,without-robinia,drought,mono,9.05,1.722313454735704,12,0.49718906836028653
Soil water content,treatment combination,2025-04-11,,without-robinia,drought,mixed,7.65,0.9894442884771228,6,0.4039389392800187
Soil water content,treatment combination,2025-04-11,,with-robinia,control,mono,9.758333333333333,1.6194602542673022,12,0.4674979068715634
Soil water content,treatment combination,2025-04-11,,with-robinia,control,mixed,9.783333333333333,1.7034279164868311,6,0.6954215348341689
Soil water content,treatment combination,2025-04-11,,with-robinia,drought,mono,7.958333333333333,1.0202123961868592,12,0.2945099507845382
Soil water content,treatment combination,2025-04-11,,with-robinia,drought,mixed,8.216666666666667,1.1107054815146395,6,0.45344361403719347
Soil water content,treatment combination,2025-04-28,,without-robinia,control,mono,16.191666666666666,2.896222722893745,12,0.8360674843479073
Soil water content,treatment combination,2025-04-28,,without-robinia,control,mixed,16.616666666666667,2.709551008316076,6,1.1061695670696745
Soil water content,treatment combination,2025-04-28,,without-robinia,drought,mono,14.441666666666666,2.1551031754813263,12,0.6221246992477806
Soil water content,treatment combination,2025-04-28,,without-robinia,drought,mixed,13.616666666666667,1.5276343367005953,6,0.6236541064119154
Soil water content,treatment combination,2025-04-28,,with-robinia,control,mono,16.03333333333333,2.392918846526268,12,0.6907761700954349
Soil water content,treatment combination,2025-04-28,,with-robinia,control,mixed,14.733333333333333,1.8261069702146873,6,0.7455050487942906
Soil water content,treatment combination,2025-04-28,,with-robinia,drought,mono,13.241666666666667,1.9042814599706315,12,0.5497187067634288
Soil water content,treatment combination,2025-04-28,,with-robinia,drought,mixed,12.833333333333334,1.2225656083281033,6,0.49911031957986096
Soil water content,treatment combination,2025-05-12,,without-robinia,control,mono,12.633333333333333,2.4992119970223827,12,0.7214603596214074
Soil water content,treatment combination,2025-05-12,,without-robinia,control,mixed,12.233333333333334,1.9169420092080687,6,0.7825882981775568
Soil water content,treatment combination,2025-05-12,,without-robinia,drought,mono,11.141666666666667,2.679029109527735,12,0.7733690887763407
Soil water content,treatment combination,2025-05-12,,without-robinia,drought,mixed,10.166666666666666,1.150072461485217,6,0.4695151163109068
Soil water content,treatment combination,2025-05-12,,with-robinia,control,mono,10.275,2.48746859276655,12,0.7180703308172536
Soil water content,treatment combination,2025-05-12,,with-robinia,control,mixed,10.316666666666666,3.0472391876363543,6,1.2440301889870324
Soil water content,treatment combination,2025-05-12,,with-robinia,drought,mono,7.841666666666667,2.9681516542158426,12,0.8568315782785749
Soil water content,treatment combination,2025-05-12,,with-robinia,drought,mixed,8.316666666666666,2.1075261959621443,6,0.8603939666093539
Soil water content,treatment combination,2025-05-26,,without-robinia,control,mono,23.6,2.262339898905958,12,0.6530812748158928
Soil water content,treatment combination,2025-05-26,,without-robinia,control,mixed,23.46666666666667,2.1759289204077112,6,0.8883192619273272
Soil water content,treatment combination,2025-05-26,,without-robinia,drought,mono,18.441666666666666,3.73228137235448,12,1.0774168275101426
Soil water content,treatment combination,2025-05-26,,without-robinia,drought,mixed,18.833333333333332,1.4445299120013633,6,0.5897268670984711
